strongs_id,Original Word,Part of Speech,Transliteration,Pronunciation,Phonetic Spelling,KJV,NASB,Word Origin
H7634,שָׁבְיָה,Proper Name Masculine,Shobyah,sho-by-YAH,(shob-yaw'),Shachia (from the margin),,[feminine of the same as
H7635,שָׁבִיל,Noun Masculine,shabiyl,sheh-BEEL or sheh-BOOL,(shaw-beel'),path,paths,[from the same as
H7636,שָׁבִיס,Noun Masculine,shabiyc,shah-BEES,(shaw-beece'),caul,headbands,[from an unused root meaning to interweave]
H7637,שְׁבִיעִי,Adjective,shbiy`iy,sheb-ee' or sheb-ee-eeth',(sheb-ee-ee'),seventh (time),"seventh, fourth, seventh year",[ordinal from
H7638,שָׂבָךְ,Noun Masculine,sabak,sah-BAHK,(saw-bawk'),net,,[from an unused root meaning to intwine]
H7639,שְׂבָכָה,Noun Feminine,sbakah,seh-bah-KAH,(seb-aw-kaw'),"checker, lattice, network, snare, wreath(-enwork)","network, networks, lattice, nets of network, webbing",[feminine of
H7640,שׁבֶל,Noun Masculine,shebel,sho-BEL,(show'-bel),leg,skirt,[from an unused root meaning to flow]
H7641,שִׁבֹּל,Noun Feminine,shibbol,shib-BO-leth,(shib-bole),"branch, channel, ear (of corn), ((water-))flood, Shibboleth","ears, ears of grain, branches, grain",[from the same as
H7642,שַׁבְלוּל,Noun Masculine,shabluwl,shab-LOOL,(shab-lool'),snail,,[from the same as
H7643,שְׂבָם,Proper Name Location,Sbam,seh-BAHM,(seb-awm'),"Shebam, Shibmah, Sibmah","Sibmah, Sebam",[probably from
H7644,שֶׁבְנָא,Proper Name Masculine,Shebna',SHEB-nah,(sheb-naw'),"Shebna, Shebnah","Shebna, Shebnah",[from an unused root meaning to grow]
H7645,שְׁבַנְיָה,Proper Name Masculine,Shbanyah,sheb-an-yaw',(sheb-an-yaw'),Shebaniah,Shebaniah,[from the same as
H7646,שָׂבַע,Verb,saba`,sah-VAH / sah-BAY-ah,(saw-bah'),"have enough, fill (full, self, with), be (to the) full (of), have plenty of, be satiate, satisfy (with), suffice, be weary of","satisfied, satisfy, filled, full, had enough, have enough, have plenty",[a primitive root]
H7647,שָׂבָע,Noun Masculine,saba`,sah-VAH,(saw-baw'),"abundance, plenteous(-ness, -ly)","abundance, plenty, full stomach",[from
H7648,שׂבַע,Noun Masculine,soba`,SO-bah,(so'-bah),"fill, full(-ness), satisfying, be satisfied","full, abundance, fill, fullness, fully satisfied, satisfied, satisfy",[from
H7649,שָׂבֵעַ,Adjective,sabea`,sah-VAY-ah,(saw-bay'-ah),"full (of), satisfied (with)","full, satisfied, sated, ripe",[from
H7650,שָׁבַע,verb,shaba`,shah-VAH,(shaw-bah'),"adjure, charge (by an oath, with an oath), feed to the full (by mistake for H7646), take an oath, X straitly, (cause to, make to) swear","swore, sworn, swear, adjure, swears, vowed, took an oath",[a primitive root]
H7651,שֶׁבַע,Noun,sheba`,sheh-BAH or shih-BAH,(sheh'-bah),"(+ by) seven(-fold),-s, (-teen, -teenth), -th, times)","seven, seventh, seven times, sevens",[from
H7652,שֶׁבַע,"proper name, masculine; proper name, of a location",sheba`,sheh-BAH,(sheh'-bah),Sheba,,[the same as
H7653,שִׂבְעָה,Noun Feminine,sib`ah,see-BAH,(sib-aw'),fulness,,[feminine of
H7654,שָׂבְעָה,Noun Feminine,sob`ah,SO-bah,(sob-aw'),"(to have) enough, X tillbe full, (un-)satiable, satisfy, X sufficiently","satisfied, abundant, glutted, sufficient, what does not satisfy",[feminine of
H7655,שִׁבְעָה,Noun Feminine,shib`ah,shee-BAH or SHEH-bah,(shib-aw'),,seven,[(Aramaic) corresponding to
H7656,שִׁבְעָה,Proper Name Location,Shib`ah,shee-BAH,(shib-aw'),Shebah,Shibah,[masculine of
H7657,שִׁבְעִים,Noun,shib`iym.,shee-BEEM,(shib-eem'),"seventy, threescore and ten (+ -teen)","seventy, 70, seventy-five, seventy-seven, seventy-sevenfold",[multiple of
H7658,שִׂבְעָנָה,Noun,shib`anah,shi-BAH-nah,(shib-aw-naw'),seven,seven,[prol. for the masculine of
H7659,שִׁבְעָתַיִם,Noun Feminine,shib`athayim,shiv-ah-tah-yeem,(shib-aw-thah'-yim),"seven(-fold, times)","sevenfold, seven times",[dual (adverbially) of
H7660,שָׁבַץ,Verb,shabats,shah-BAHTS,(shaw-bats'),"embroider, set","set, work, weave the of checkered",[a primitive root]
H7661,שָׁבָץ,Noun Masculine,shabats,shah-BAHTS,(shaw-bawts'),anguish,agony,[from
H7662,שְׁבַק,Verb,shbaq,sheh-BAK,(sheb-ak'),"leave, let alone","leave, alone, left",[(Aramaic) corresponding to the root of
H7663,שָׂבַר,Verb,sabar,sah-bar',(saw-bar'),"hope, tarry, view, wait",,[a primitive root]
H7664,שֵׂבֶר,Noun Masculine,seber,SEH-ber,(say'-ber),hope,hope,[from
H7665,שָׁבַר,Verb,shabar,shah-VAHR,(shaw-bar'),"break (down, off, in pieces, up), broken((-hearted)), bring to the birth, crush, destroy, hurt, quench, X quite, tear, view (by mistake for H7663)","broken, break, shattered, broke, broke in pieces, breaks, smash",[a primitive root]
H7666,שָׁבַר,Verb,shabar,shaw-bar',(shaw-bar'),"buy, sell","buy, sell, buy grain, sold, bought, sells",[denominative from
H7667,שֶׁבֶר,Noun Masculine,sheber,SHEH-ber,(sheh'-ber),"affliction, breach, breaking, broken(-footed, -handed), bruise, crashing, destruction, hurt, interpretation, vexation","destruction, brokenness, fracture, ruin, broken, disaster, injury",[from
H7668,שֶׁבֶר,Noun Masculine,sheber,SHEH-ber,(sheh'-ber),"corn, victuals",grain,[the same as
H7669,שֶׁבֶר,Proper Name Masculine,Sheber,SHEH-ber,(sheh'-ber),Sheber,Sheber,[the same as
H7670,שִׁבְרוֹן,Noun Masculine,shibrown,shib-baw-rone',(shib-rone'),"breaking, destruction","breaking, destruction",[from
H7671,שְׁבָרִים,Proper Name Location,Shbariym,sheb-aw-reem',(sheb-aw-reem'),Shebarim,Shebarim,[plural of
H7672,שְׁבַשׁ,Verb,shbash,sheh-bahsh,(sheb-ash'),be astonished,perplexed,[(Aramaic) corresponding to
H7673,שָׁבַת,Verb,shabath,shah-BAHTH,(shaw-bath'),"(cause to, let, make to) cease, celebrate, cause (make) to fail, keep (sabbath), suffer to be lacking, leave, put away (down), (make to) rest, rid, still, take away",,[a primitive root]
H7674,שֶׁבֶת,Noun Feminine,shebeth,SHEH-veth,(sheh'-beth),"cease, sit still, loss of time","exterminated, keeping away, loss of time",[from
H7675,שֶׁבֶת,Noun Feminine,shebeth,SHEH-veth,(sheh'-beth),"place, seat","place, seat, site",[infinitive of
H7676,שַׁבָּת,Noun,shabbath,shah-BAHTH,(shab-bawth'),(+ every) sabbath,"sabbath, sabbaths, every sabbath",[intensive from
H7677,שַׁבָּתוֹן,Noun Masculine,shabbathown,shab-baw-thone',(shab-baw-thone'),"rest, sabbath","complete rest, rest, sabbath observance, sabbatical, solemn rest",[from
H7678,שַׁבְּתַי,Proper Name Masculine,Shabbthay,shab-beh-thah'-ee,(shab-beth-ah'-ee),Shabbethai,Shabbethai,[from
H7679,שָׂגָא,Verb,saga',sah-GAH,(saw-gaw'),"increase, magnify","exalt, makes the great",
H7680,שְׂגָא,Verb,sga',seh-gah',(seg-aw'),"grow, be multiplied","abound, increase",[(Aramaic) corresponding to
H7681,שָׁגֶא,Proper Name Masculine,Shage',shaw-GAY,(shaw-gay'),Shage,Shagee,[probably from
H7682,שָׂגַב,Verb,sagab,sah-GAHB,(saw-gab'),"defend, exalt, be excellent, (be, set on) high, lofty, be safe, set up (on high), be too strong","exalted, high, set me securely on high, lifted, raises, safe, securely on high",[a primitive root]
H7683,שָׁגַג,Verb,shagag,shah-GAHG,(shaw-gag'),"X also for that, deceived, err, go astray, sin ignorantly","because he also, goes astray, misled, sinned, went astray",[a primitive root]
H7684,שְׁגָגָה,Noun Feminine,shgagah,she-gaw-gaw',(sheg-aw-gaw'),"error, ignorance, at unawares; unwittingly","unintentionally, error, mistake",[from
H7685,שָׂגָה,Verb,sagah,sah-GAH,(saw-gaw'),"grow (up), increase","grow, increase, increased",[a primitive root]
H7686,שָׁגָה,Verb,shagah,shah-GAH,(shaw-gaw'),"(cause to) go astray, deceive, err, be ravished, sin through ignorance, (let, make to) wander","reel, wander, erred, exhilarated, commits error, committed a error, go astray",[a primitive root]
H7687,שְׂגוּב,Proper Name Masculine,Sguwb,seh-GOOB,(seg-oob'),Segub,Segub,[from
H7688,שְׁגַח,Verb,shagach,shah-GAHKH,(shaw-gakh'),look (narrowly),"gaze, looking, looks",[a primitive root]
H7689,שַׂגִּיא,Adjective,saggiy',sahg-GEE,(sag-ghee'),"excellent, great",exalted,[from
H7690,שַׂגִּיא,Adjective,saggiy',sahg-GEE,(sag-ghee'),"exceeding, great(-ly); many, much, sore, very","great, abundant, greatly, many, very, deeply, much",[(Aramaic) corresponding to
H7691,שְׁגִיאָה,Noun Feminine,shgiy'ah,sheg-ee-yah,(sheg-ee-aw'),error,errors,[from
H7692,שִׁגָּיוֹן,Proper Name Masculine,shiggayown,shig-gaw-YONE or shig-gaw-YO-nah,(shig-gaw-yone'),"Shiggaion, Shigionoth",Shigionoth,[from
H7693,שָׁגַל,Verb,shagal,shah-gale',(shaw-gal'),"lie with, ravish","ravished, violate, violated",[a primitive root]
H7694,שֵׁגָל,Noun Feminine,shegal,shay-gal',(shay-gawl'),queen,queen,[from
H7695,שֵׁגָל,Noun Feminine,shegal,shay-gal',(shay-gawl'),wife,wives,[(Aramaic) corresponding to
H7696,שָׁגַע,Verb,shaga`,shaw-gaw',(shaw-gah'),"(be, play the) mad (man)","act the madman, behaving as a madman, demented, driven mad, mad fellow, madman, madmen",[a primitive root]
H7697,שִׁגָּעוֹן,Noun Masculine,shigga`own,shig-gaw-ohn',(shig-gaw-yone'),"furiously, madness","madness, furiously",[from
H7698,שֶׁגֶר,Noun Feminine,sheger,SHEH-ger,(sheh'-ger),"that cometh of, increase",increase,[from an unused root probably meaning to eject]
H7699,שַׁד,Noun Masculine,shad,shad,(shad),"breast, pap, teat",,[probably from
H7700,שֵׁד,Noun Masculine,shed,shayd,(shade),devil,demons,[from
H7701,שֹׁד,Noun Masculine,shod,shode,(shode),"desolation, destruction, oppression, robbery, spoil(-ed, -er, -ing), wasting","destruction, devastation, violence, destroyed",[from
H7702,שָׂדַד,Verb,sadad,sah-dad',(saw-dad'),"break clods, harrow",harrow,[a primitive root]
H7703,שָׁדַד,Verb,shadad,shah-DAD,(shaw-dad'),"dead, destroy(-er), oppress, robber, spoil(-er), X utterly, (lay) waste","destroyed, destroyer, destroy, devastated, ruined, destroyers, destroying",[a primitive root]
H7704,שָׂדֶה,Noun Masculine,sadeh,sah-DEH,(saw-deh'),"country, field, ground, land, soil, X wild","field, fields, land, country, wild, ground, mainland",[from an unused root meaning to spread out]
H7705,שִׁדָּה,Noun Feminine,shiddah,shid-daw',(shid-dah'),"X all sorts, musical instrument",many concubines,[from
H7706,שַׁדַּי,Noun Masculine,Shadday,shad-dah'-ee,(shad-dah'-ee),Almighty,,[from
H7707,שְׁדֵיאוּר,Proper Name Masculine,Shdey'uwr,sheh-deh-oor,(shed-ay-oor'),Shedeur,Shedeur,[from the same as
H7708,שִׂדִּים,Proper Name Location,Siddiym,sid-DEEM,(sid-deem'),Siddim,Siddim,[plural from the same as
H7709,שְׁדֵמָה,Noun Feminine,shdemah,sheh-deh-mah,(shed-ay-maw'),"blasted, field",fields,[apparently from
H7710,שָׁדַף,Verb,shadaph,shah-daf',(shaw-daf'),blast,scorched,[a primitive root]
H7711,שְׁדֵפָה,noun feminine; noun masculine,shdephah,sh-dey-fah',(shed-ay-faw'),blasted(-ing),,[from
H7712,שְׁדַר,Verb,shdar,sheh-dar,(shed-ar'),labour,exerting,[(Aramaic) a primitive root]
H7713,שְׂדֵרָה,Noun Feminine,sderah,seh-deh-rah,(sed-ay-raw'),"board, range","ranks, planks",[from an unused root meaning to regulate]
H7714,שַׁדְרַךְ,Proper Name Masculine,Shadrak,SHAD-rak,(shad-rak'),Shadrach,Shadrach,[probably of foreign origin]
H7715,שַׁדְרַךְ,Proper Name Masculine,Shadrak,SHAD-rak,(shad-rak'),,Shadrach,[(Aramaic) the same as
H7716,שֶׂה,Noun Masculine,seh,seh,(seh),"(lesser, small) cattle, ewe, goat, lamb, sheep","sheep, lamb, sheep and another, flock, lambs, sheep and one",[probably from
H7717,שָׂהֵד,Noun Masculine,sahed,sah-HAYD,(saw-hade'),record,advocate,[from an unused root meaning to testify]
H7718,שֹׁהַם,Noun Masculine,shoham,SHO-ham,(sho'-ham),onyx,onyx,[from an unused root probably mean to blanch]
H7719,שֹׁהַם,Proper Name Masculine,Shoham,SHO-ham,(sho'-ham),Shoham,Shoham,[the same as
H7720,שַׂהֲרֹן,Noun Masculine,saharon,sah-har-OWN,(sah-har-one'),"ornament, round tire like the moon",crescent ornaments,[from the same as
H7721,שׂוֹא,Verb,sow',sho,(so),arise,,[from an unused root (akin to
H7722,שׁוֹא,noun masculine; noun feminine,show',sho,(sho),"desolate(-ion), destroy, destruction, storm, wasteness",ravages,[from an unused root meaning to rush over]
H7723,שָׁוְא,Noun Masculine,shav',shahv,(shawv),"false(-ly), lie, lying, vain, vanity","vain, false , falsehood, false visions, worthless, vanity, deceit",[from the same as
H7724,שְׁוָא,Proper Name Masculine,Shva',shə-vaw',(shev-aw'),Sheva,,[from the same as
H7725,שׁוּב,Verb,shuwb,shōōb,(shoob),"((break, build, circumcise, dig, do anything, do evil, feed, lay down, lie down, lodge, make, rejoice, send, take, weep)) X again, (cause to) answer (+ again), X in any case (wise), X at all, averse, bring (again, back, home again), call (to mind), carry again (back), cease, X certainly, come again (back), X consider, + continually, convert, deliver (again), + deny, draw back, fetch home again, X fro, get (oneself) (back) again, X give (again), go again (back, home), (go) out, hinder, let, (see) more, X needs, be past, X pay, pervert, pull in again, put (again, up again), recall, recompense, recover, refresh, relieve, render (again), requite, rescue, restore, retrieve, (cause to, make to) return, reverse, reward, + say nay, send back, set again, slide back, still, X surely, take back (off), (cause to, make to) turn (again, self again, away, back, back again, backward, from, off), withdraw","return, returned, restore, again, turn, turn away, turn back",[a primitive root]
H7726,שׁוֹבָב,Adjective,showbab,sho-vav',(sho-bawb'),"backsliding, frowardly, turn away (from margin)","faithless, turning away",[from
H7727,שׁוֹבָב,Proper Name Masculine,Showbab,sho-BAHV,(sho-bawb'),Shobab,Shobab,[the same as
H7728,שׁוֹבֵב,Adjective,showbeb,sho-bayv',(sho-babe'),backsliding,"apostate, backsliding, faithless",[from
H7729,שׁוּבָה,Noun Feminine,shuwbah,shoo-bah',(shoo-baw'),returning,repentance,[from
H7730,שׂוֹבֶךְ,Noun Masculine,sowbek,so-bek,(so'-bek),thick boughs,thick branches,[for
H7731,שׁוֹבָךְ,Proper Name Masculine,Showbak,SHO-bak,(sho-bawk'),Shobach,Shobach,[perhaps for
H7732,שׁוֹבָל,Proper Name Masculine,Showbal,SHO-bal,(sho-bawl'),Shobal,Shobal,[from the same as
H7733,שׁוֹבֵק,Proper Name Masculine,Showbeq,sho-bake',(sho-bake'),Shobek,Shobek,[active participle from a primitive root meaning to leave]
H7734,שׂוּג,Verb,suwg,soog,(soog),turn back,,[a primitive root]
H7735,שׂוּג,Verb,suwg,soog,(soog),make to grow,,[a primitive root]
H7736,שׁוּד,Verb,shuwd,shood,(shood),waste,,[a primitive root]
H7737,שָׁוָה,Verb,shavah,sha-vah',(shaw-vaw'),"avail, behave, bring forth, compare, countervail, (be, make) equal, lay, be (make, a-)like, make plain, profit, reckon",,[a primitive root]
H7738,שָׁוָה,Noun Feminine,shavah,sha-vah',(shaw-vaw'),X substance (from the margin),,[a primitive root]
H7739,שְׁוָה,Verb,shvah,shə-vah',(shev-aw'),make like,,[(Aramaic)]
H7740,שָׁוֵה,Proper Name Location,Shaveh,shah-veh',(shaw-vay'),Shaveh,Shaveh,[from
H7741,שָׁוֵה קֵרְיָתַיִם,Proper Name Masculine,Shaveh Qiryathayim,shah-veh keer-yah-thah-yeem,(shaw-vay' kir-yaw-thah'-yim),Shaveh Kiriathaim,Shaveh-kiriathaim,[from the same as
H7742,שׂוּחַ,Verb,suwach,soo'-akh,(soo'-akh),meditate,meditate,[a primitive root]
H7743,שׁוּחַ,Verb,shuwach,shoo'-akh,(shoo'-akh),"bow down, incline, humble","bowed down, sinks down, sunk down",[a primitive root]
H7744,שׁוּחַ,Proper Name Masculine,Shuwach,SHOO-akh,(shoo'-akh),Shuah,,[from
H7745,שׁוּחָה,Noun Feminine,shuwchah,shoo-khah',(shoo-khaw'),"ditch, pit","pit, pits",[from
H7746,שׁוּחָה,Proper Name Masculine,Shuwchah,shoo-khah',(shoo-khaw'),Shuah,Shuhah,[the same as
H7747,שׁוּחִי,Adjective,Shuchiy,SHOO-khee,(shoo-khee'),Shuhite,Shuhite,[patronymic from
H7748,שׁוּחָם,Proper Name Masculine,Shuwcham,SHOO-kham,(shoo-khawm'),Shuham,Shuham,[from
H7749,שׁוּחָמִי,Adjective,Shuwchamiy,shoo-khah-mee,(shoo-khaw-mee'),Shuhamites,Shuhamites,[patronymic from
H7750,שׂוּט,Verb,suwt,soot,(soot),turn aside to,lapse,[a primitive root]
H7751,שׁוּט,Verb,shuwt,shoot,(shoot),"go (about, through, to and fro), mariner, rower, run to and fro",,[a primitive root]
H7752,שׁוֹט,Noun Masculine,showt,shoht,(shote),"scourge, whip","scourge, whips, whip",[from
H7753,שׂוּךְ,Verb,suwk,sook,(sook),"fence, (make an) hedge (up)","hedge, made a hedge",[a primitive root]
H7754,שׂוֹךְ,Noun,sowk,sōk,(soke),bough,,[from
H7755,שׂוֹכֹה,Proper Name Location,Sowkoh,SOH-koh,(so-ko'),"Shocho, Shochoh, Sochoh, Soco, Socoh","Socoh, Soco",[from
H7756,שׂוּכָתִי,Adjective,Suwkathiy,soo-kaw-theem',(soo-kaw-thee'),Suchathite,Sucathites,[probably patronymic from a name corresponding to
H7757,שׁוּל,Noun Masculine,shuwl,shool,(shool),"hem, skirt, train","hem, skirts, hem of the robe, train of his robe",[from an unused root meaning to hang down]
H7758,שׁוֹלָל,Adjective,showlal,sho-LAHL,(sho-lawl'),"spoiled, stripped",barefoot,[from
H7759,שׁוּלַמִּית,Adjective,Shuwlammiyth,shoo-lam-MEETH,(shoo-lam-meeth'),Shulamite,Shulammite,[from
H7760,שׂוּם,Verb,suwm,soom or seem,(soom),"X any wise, appoint, bring, call (a name), care, cast in, change, charge, commit, consider, convey, determine, + disguise, dispose, do, get, give, heap up, hold, impute, lay (down, up), leave, look, make (out), mark, + name, X on, ordain, order, + paint, place, preserve, purpose, put (on), + regard, rehearse, reward, (cause to) set (on, up), shew, + stedfastly, take, X tell, + tread down, ((over-))turn, X wholly, work","put, set, make, made, placed, laid, place",[a primitive root]
H7761,שׂוּם,Verb,suwm,soom or seem,(soom),,"issued, issue, laid, made, make, appointed, gave",[(Aramaic) corresponding to
H7762,שׁוּם,Noun Masculine,shuwm,shoom,(shoom),garlic,,[from an unused root meaning to exhale]
H7763,שׁוֹמֵר,Proper Name Masculine,Showmer,sho-MER,(sho-mare'),Shomer,Shomer,[active participle of
H7764,שׁוּנִי,Proper Name Masculine,Shuwniy,SHOO-nee,(shoo-nee'),Shuni,Shuni,[from an unused root meaning to rest]
H7765,שׁוּנִי,Adjective,Shuwniy,SHOO-nee,(shoo-nee'),Shunites,Shunites,[patronymic from
H7766,שׁוּנֵם,Proper Name Location,Shuwnem,SHOO-nem,(shoo-name'),Shunem,Shunem,[probably from the same as
H7767,שׁוּנַמִּית,Adjective,Shuwnammiyth,shoo-nam-meeth,(shoo-nam-meeth'),Shunamite,Shunammite,[patrial from
H7768,שָׁוַע,Verb,shava`,shah-VAH,(shaw-vah'),"cry (aloud, out), shout","cry, cried, cried for help, cry for help, help, call for help, cried to him for help",[a primitive root]
H7769,שׁוּעַ,Noun Masculine,shuwa`,shoo'-ah,(shoo'-ah),"cry, riches",cry out for help,[from
H7770,שׁוּעַ,Proper Name Masculine,Shuwa`,shoo'-ah,(shoo'-ah),"Shua, Shuah",,[the same as
H7771,שׁוֹעַ,"Adjective; proper name, of a people; noun masculine",showa`,sho'-ah,(sho'-ah),"bountiful, crying, rich",,[from
H7772,שׁוֹעַ,Proper Name Masculine,Showa`,SHO-ah,(sho'-ah),Shoa,Shoa,[the same as
H7773,שֶׁוַע,Verb,sheva`,sheh-vah,(sheh'-vah),cry,help,[from
H7774,שׁוּעָא,Proper Name Feminine,Shuwa`a',shoo'-ah,(shoo-aw'),Shua,"Shuah, Shua",[from
H7775,שַׁוְעָה,Noun Feminine,shav`ah,sha-vah',(shav-aw'),crying,"cry, cry for help",[feminine of
H7776,שׁוּעָל,Noun Masculine,shuw`al,shoo-ahl',(shoo-awl'),fox,"foxes, fox",[from the same as
